organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference
Phocoena phocoena,GCA_004363495.1,representative genome,na,PRJNA399454,SAMN07678060,RJWQ000000000.1,9742,9742,na,BS71,latest,Scaffold,Major,Full,2019-03-22,PhoPho_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/495/GCA_004363495.1_PhoPho_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,1331158.0,1331158.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Common porpoise,13.0,,x,[84] [85] [86] [192] [290]
Phodopus sungorus,GCA_030556225.1,representative genome,na,PRJNA839344,SAMN28537735,JANBXA000000000.1,10044,10044,breed=Siberian hamster,Psun_Stras_1,latest,Scaffold,Major,Full,2023-07-31,Psun-UiT-1,UiT: The Arctic University of Norway,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/556/225/GCA_030556225.1_Psun-UiT-1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,741.0,741.0,UiT: The Arctic University of Norway,Annotation submitted by UiT: The Arctic University of Norway,,0.0,0.0,0.0,na, ,Striped hairy-footed hamster,,3.2,x,[143]
Physeter catodon,GCA_002837175.5,representative genome,na,PRJNA411766,SAMN07836523,PGGR00000000.2,9755,9755,na,SW-GA,latest,Chromosome,Minor,Full,2023-02-28,ASM283717v5,BGI,GCF_002837175.3,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/837/175/GCA_002837175.5_ASM283717v5,na,na,haploid,vertebrate_mammalian,,,41.5,21.0,12168.0,133554.0,BGI,Annotation submitted by BGI,,0.0,0.0,0.0,na, ,Sperm whale,77.0,,x,[18] [36] [80] [105] [231] [232] [256]
Pipistrellus pipistrellus,GCA_903992545.1,representative genome,na,PRJEB39564,SAMEA994724,CAJEUD000000000.1,59474,59474,na,na,latest,Chromosome,Major,Full,2020-08-06,mPipPip1.1,SC,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/903/992/545/GCA_903992545.1_mPipPip1.1,na,na,haploid,vertebrate_mammalian,1763422308.0,1762952943.0,42.5,22.0,322.0,322.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Common pipistrelle,9.0,,x,[100]
Pithecia pithecia,GCA_023779675.1,representative genome,na,PRJNA785018,SAMN23575351,JAKFHI000000000.1,43777,43777,na,KIZ-2021_20,latest,Contig,Major,Full,2022-06-17,ASM2377967v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/779/675/GCA_023779675.1_ASM2377967v1,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,1360.0,1360.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,White-faced saki (+),14.0,,x,[100]
Platanista gangetica,GCA_017311385.1,representative genome,na,PRJNA675309,SAMN16703806,JAFDUW000000000.1,118798,118798,na,HRRL_PG_001,latest,Contig,Major,Full,2021-03-09,HRRL_Platanista_gangetica_1.0,Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/017/311/385/GCA_017311385.1_HRRL_Platanista_gangetica_1.0,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,1309164.0,1309164.0,Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),Annotation submitted by Chittagong Veterinary and Animal Sciences University; University of Chittagong (HRRL),,0.0,0.0,0.0,na,Platanistidae,Ganges and Indus dolphins,28.0,,m,[147]
Platanista minor,GCA_004363435.1,representative genome,na,PRJNA399467,SAMN07678149,RJWK000000000.1,48752,48752,na,BS66,latest,Scaffold,Major,Full,2019-03-22,PlaMin_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/435/GCA_004363435.1_PlaMin_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1098790.0,1098790.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Indus dolphin (+),28.0,,x,[192]
Plecotus auritus,GCA_963455305.1,representative genome,na,PRJEB65991,SAMEA110056142,CAUOHF000000000.1,61862,61862,na,na,latest,Chromosome,Major,Full,2023-09-20,mPleAur1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/455/305/GCA_963455305.1_mPleAur1.1,na,na,haploid,vertebrate_mammalian,,,43.0,16.0,64.0,64.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Common long-eared bat,12.0,,x,[100]
Pongo pygmaeus,GCF_028885625.1,representative genome,na,PRJNA945458,SAMN10521809,JAQQLS000000000.1,9600,9600,na,AG05252,latest,Chromosome,Major,Full,2023-02-28,NHGRI_mPonPyg2-v1.1-hic.freeze_pri,"National Human Genome Research Institute, National Institutes of Health",GCA_028885625.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/028/885/625/GCF_028885625.1_NHGRI_mPonPyg2-v1.1-hic.freeze_pri,na,na,haploid,vertebrate_mammalian,,,41.0,25.0,1554.0,1593.0,NCBI RefSeq,GCF_028885625.1-RS_2023_04,,39296.0,22044.0,9653.0,na, ,Orangutan,59.0,,x,[21]
Pontoporia blainvillei,GCA_011754075.1,representative genome,na,PRJNA239019,SAMN02649573,PGGH00000000.1,48723,48723,na,BP203,latest,Scaffold,Major,Full,2020-03-25,ASM1175407v1,Universidade do Vale do Itajai (UNIVALI),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/754/075/GCA_011754075.1_ASM1175407v1,na,na,haploid,vertebrate_mammalian,2011747776.0,2006438987.0,41.0,0.0,493481.0,493481.0,Universidade do Vale do Itajai (UNIVALI),Annotation submitted by Universidade do Vale do Itajai (UNIVALI),,4304.0,4296.0,0.0,na,Pontoporiidae,La Plata dolphin,16.0,,x,[30] [107] [108] [150] [192]
Potos flavus,GCA_028534135.1,representative genome,na,PRJNA512907,SAMN13072023,JAPYYM000000000.1,29067,29067,na,Darwin,latest,Chromosome,Major,Full,2023-02-09,Potos_flavus_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/534/135/GCA_028534135.1_Potos_flavus_HiC,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,841001.0,841001.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Kinkajou,29.0,,x,[100]
Prionailurus bengalensis,GCA_016509475.2,representative genome,na,PRJNA682572,SAMN16486448,JADZGN000000000.1,37029,37029,na,Pbe53,latest,Chromosome,Major,Full,2021-01-06,Fcat_Pben_1.1_paternal_pri,Texas A&M University,GCF_016509475.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/509/475/GCA_016509475.2_Fcat_Pben_1.1_paternal_pri,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,83.0,122.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,33305796, ,Leopard cat,15.0,,x,[100]
Procyon lotor,GCA_028646535.1,representative genome,na,PRJNA512907,SAMN10973748,JAQQSY000000000.1,9654,9654,na,Sample0574,latest,Chromosome,Major,Full,2023-02-16,pl-1k,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/535/GCA_028646535.1_pl-1k,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,819431.0,819431.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Common raccoon (+),20.0,,x,[100]
Propithecus verreauxi,GCA_963575125.1,representative genome,na,PRJEB67744,SAMEA112482930,CAUYTA000000000.1,34825,34825,na,na,latest,Scaffold,Major,Full,2023-10-31,PGDP_ProVer,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/125/GCA_963575125.1_PGDP_ProVer,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,149482.0,149482.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na,Indriidae,Sifaka,,18.2,x,[143]
Pseudois nayaur,GCA_003182575.1,representative genome,na,PRJNA438286,SAMN06233878,NIZD00000000.1,59542,59542,na,QHXNZ,latest,Scaffold,Major,Full,2018-05-31,ASM318257v1,Northwest A&F University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/182/575/GCA_003182575.1_ASM318257v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,214772.0,214772.0,Northwest A&F University,Annotation submitted by Northwest A&F University,,0.0,0.0,0.0,na, ,Bharal,,15.0,x,[100]
Pteronura brasiliensis,GCA_004024605.1,representative genome,na,PRJNA399365,SAMN07678049,PJEN00000000.1,9672,9672,na,BS51,latest,Scaffold,Major,Full,2019-01-15,PteBra_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/605/GCA_004024605.1_PteBra_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,644728.0,644728.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Giant otter,,12.8,x,[143]
Pteropus giganteus,GCA_902729225.1,representative genome,na,PRJEB32728,SAMEA5634742,CACVBW000000000.1,143291,143291,na,na,latest,Scaffold,Major,Full,2020-04-15,Ma_sr-lr_union100,CIRI-Inserm-U1111,GCF_902729225.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/729/225/GCA_902729225.1_Ma_sr-lr_union100,na,na,haploid,vertebrate_mammalian,1985219947.0,1967310502.0,40.0,0.0,16113.0,16113.0,CIRI-Inserm-U1111,Annotation submitted by CIRI-Inserm-U1111,,0.0,0.0,0.0,na, ,Flying fox,,31.4,x,[143]
Pygathrix nemaeus,GCA_004024825.1,representative genome,na,PRJNA399415,SAMN07678108,PVHW000000000.1,54133,54133,na,BS24,latest,Scaffold,Major,Full,2019-01-15,PygNem_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/825/GCA_004024825.1_PygNem_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1431093.0,1431093.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Red-shanked douc langur (+),,25.0,m,[104]
Rattus rattus,GCA_011064425.1,representative genome,na,PRJNA574245,SAMN12855339,JAAIVD000000000.1,10117,10117,na,New Zealand,latest,Chromosome,Major,Full,2020-03-04,Rrattus_CSIRO_v1,CSIRO,GCF_011064425.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/064/425/GCA_011064425.1_Rrattus_CSIRO_v1,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,2172.0,2172.0,CSIRO,Annotation submitted by CSIRO,,0.0,0.0,0.0,na, ,Rat,,4.2,x,[207]
Redunca redunca,GCA_006410935.1,representative genome,na,PRJNA438286,SAMN08714512,SJYQ00000000.1,59556,59556,na,BHR-557,latest,Scaffold,Major,Full,2019-06-24,BHR,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/410/935/GCA_006410935.1_BHR,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,534502.0,534502.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Bohor reedbuck,,10.0,x,[100]
Rhabdomys pumilio,GCA_030674055.1,representative genome,na,PRJNA858857,SAMN29758252,JANHMN000000000.1,121573,121573,strain=GNRSAF10,na,latest,Scaffold,Major,Full,2023-08-07,PU_Rpum_1.0,Princeton University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/674/055/GCA_030674055.1_PU_Rpum_1.0,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,5491.0,5491.0,Princeton University,Annotation submitted by Princeton University,,0.0,0.0,0.0,37480852, ,Four-striped grass mouse,,2.9,x,[143]
Rhinoceros unicornis,GCA_028646465.1,representative genome,na,PRJNA512907,SAMN14122078,JAQQSS000000000.1,9809,9809,na,Sample0755,latest,Chromosome,Major,Full,2023-02-16,Rhinoceros_unicornis_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/465/GCA_028646465.1_Rhinoceros_unicornis_HiC,na,na,haploid,vertebrate_mammalian,,,41.0,41.0,273665.0,273665.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Indian rhinoceros,49.0,,x,[21]
Rhinolophus ferrumequinum,GCA_004115265.3,representative genome,na,PRJNA489106,SAMN09948510,RXPC00000000.1,59479,59479,na,MPI-CBG mRhiFer1,latest,Chromosome,Minor,Full,2019-05-17,mRhiFer1_v1.p,Vertebrate Genomes Project,GCF_004115265.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/115/265/GCA_004115265.3_mRhiFer1_v1.p,na,na,haploid,vertebrate_mammalian,2075768562.0,2068222471.0,40.5,28.0,134.0,134.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,33910595;32699395;33911273,Rhinolophidae,Horseshoe bat (+),30.0,,x,[39]
Rhombomys opimus,GCA_010120015.1,representative genome,na,PRJNA491814,SAMN10089360,REGO00000000.1,186474,186474,na,Great_gerbil_Xinjiang_2013_1,latest,Scaffold,Major,Full,2020-02-04,ASM1012001v1,University of Oslo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/010/120/015/GCA_010120015.1_ASM1012001v1,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,6389.0,6389.0,University of Oslo,Annotation submitted by University of Oslo,,0.0,0.0,0.0,31971556, ,Great gerbil,4.0,,f,[225] [263]
Saguinus imperator,GCA_004024885.1,representative genome,na,PRJNA399417,SAMN07678110,PVHO000000000.1,9491,9491,na,BS22,latest,Scaffold,Major,Full,2019-01-15,SagImp_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/885/GCA_004024885.1_SagImp_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,1666189.0,1666189.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Long-tusked tamarin,,20.2,m,[104]
Saguinus oedipus,GCA_031835075.1,representative genome,na,PRJNA951749,SAMN34055629,JASSZA000000000.1,9490,9490,na,B95-8,latest,Chromosome,Major,Full,2023-09-25,ASM3183507v1,The Ohio State University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/031/835/075/GCA_031835075.1_ASM3183507v1,na,na,haploid,vertebrate_mammalian,,,41.0,23.0,439.0,439.0,The Ohio State University,Annotation submitted by The Ohio State University,,41012.0,41005.0,7.0,na, ,Cotton top tamarin (+),,23.1,m,[104]
Saiga tatarica,GCA_004024985.1,representative genome,na,PRJNA399418,SAMN07678151,PVIK000000000.1,34875,34875,na,BS49,latest,Scaffold,Major,Full,2019-01-15,SaiTat_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/985/GCA_004024985.1_SaiTat_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,1772199.0,1772199.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Saiga antelope,10.0,,x,[100]
Saimiri sciureus,GCA_963573345.1,representative genome,na,PRJEB67744,SAMEA14464542,CAUYNK000000000.1,9521,9521,na,TRO588,latest,Scaffold,Major,Full,2023-11-01,PGDP_SaiSci,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/573/345/GCA_963573345.1_PGDP_SaiSci,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,182793.0,182793.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Common squirrel monkey,21.0,,x,[100]
Sarcophilus harrisii,GCA_902635505.1,representative genome,na,PRJEB35073,SAMEA6099886,CACPPN000000000.1,9305,9305,na,na,latest,Chromosome,Major,Full,2019-11-07,mSarHar1.11,SC,GCF_902635505.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/635/505/GCA_902635505.1_mSarHar1.11,na,na,haploid,vertebrate_mammalian,,,36.0,8.0,105.0,105.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Tasmanian devil,8.0,,x,[100]
Scalopus aquaticus,GCA_004024925.1,representative genome,na,PRJNA399361,SAMN07678045,PVIJ00000000.1,71119,71119,na,US009,latest,Scaffold,Major,Full,2019-01-15,ScaAqu_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/024/925/GCA_004024925.1_ScaAqu_v1_BIUU,na,na,haploid,vertebrate_mammalian,2068871057.0,2068147157.0,42.0,0.0,640296.0,640296.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Eastern aquatic mole,3.0,,x,[100] [109]
Sciurus carolinensis,GCA_902686445.2,representative genome,na,PRJEB35386,SAMEA994726,CACRXI000000000.2,30640,30640,na,na,latest,Chromosome,Major,Full,2020-07-31,mSciCar1.2,SC,GCF_902686445.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/686/445/GCA_902686445.2_mSciCar1.2,na,na,haploid,vertebrate_mammalian,,,40.0,21.0,752.0,752.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Eastern gray squirrel,23.5,,x,[21]
Sciurus vulgaris,GCA_902686455.2,representative genome,na,PRJEB35380,SAMEA994733,CACRXJ000000000.2,55149,55149,na,na,latest,Chromosome,Major,Full,2020-07-31,mSciVul1.2,SC,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/686/455/GCA_902686455.2_mSciVul1.2,na,na,haploid,vertebrate_mammalian,,,40.0,21.0,638.0,638.0,SC,Annotation submitted by SC,,0.0,0.0,0.0,na, ,Eurasian red squirrel,12.0,,x,[100]
Sigmodon hispidus,GCA_004025045.1,representative genome,na,PRJNA399433,SAMN07678138,PVIH00000000.1,42415,42415,na,US029,latest,Scaffold,Major,Full,2019-01-15,SigHis_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/025/045/GCA_004025045.1_SigHis_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,40.0,0.0,883546.0,883546.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Cotton rat,,5.2,x,[143]
Solenodon paradoxus,GCA_004363575.1,representative genome,na,PRJNA399371,SAMN07678062,RJWH00000000.1,79805,79805,na,US097,latest,Scaffold,Major,Full,2019-03-22,SolPar_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/363/575/GCA_004363575.1_SolPar_v1_BIUU,na,na,haploid,vertebrate_mammalian,2109877870.0,2109359270.0,40.0,0.0,176618.0,176618.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Haitian solenodon,,11.3,x,[100] [229]
Sorex araneus,GCA_027595985.1,representative genome,na,PRJNA916523,SAMN32477717,JAQBIA000000000.1,42254,42254,na,mSorAra2,latest,Chromosome,Major,Full,2023-01-09,mSorAra2.pri,Vertebrate Genomes Project,GCF_027595985.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/595/985/GCA_027595985.1_mSorAra2.pri,na,na,haploid,vertebrate_mammalian,,,43.0,12.0,65.0,65.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Eurasian common shrew,2.0,,x,[100]
Sorex fumeus,GCA_029834395.2,representative genome,na,PRJNA826195,SAMN33271612,JARJLC000000000.1,62283,62283,na,SC7_HLTpool,latest,Contig,Major,Full,2023-04-17,SorFum_2.1,Trent University,GCF_029834395.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/834/395/GCA_029834395.2_SorFum_2.1,na,na,haploid,vertebrate_mammalian,,,43.5,0.0,497.0,497.0,Trent University,Annotation submitted by Trent University,,0.0,0.0,0.0,na, ,Smoky shrew,1.0,,x,[100]
Speothos venaticus,GCA_023170115.1,representative genome,na,PRJDB9764,SAMD00222918,BLYH00000000.1,68741,68741,na,1598,latest,Scaffold,Major,Full,2022-04-01,Speothos_venaticus_v01,"Center for Research and Education of Wildlife, Kyoto City Zoo",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/170/115/GCA_023170115.1_Speothos_venaticus_v01,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,52603.0,52603.0,"Center for Research and Education of Wildlife, Kyoto City Zoo","Annotation submitted by Center for Research and Education of Wildlife, Kyoto City Zoo",,0.0,0.0,0.0,na, ,Bush dog,,10.3,x,[143]
Stenella coeruleoalba,GCA_951394435.1,representative genome,na,PRJEB62076,SAMEA111380539,CATOBZ000000000.1,9737,9737,na,na,latest,Chromosome,Major,Full,2023-06-16,mSteCoe1.1,WELLCOME SANGER INSTITUTE,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/951/394/435/GCA_951394435.1_mSteCoe1.1,na,na,haploid,vertebrate_mammalian,,,42.0,23.0,637.0,637.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Striped dolphin,50.0,,x,[229]
Steno bredanensis,GCA_028646385.1,representative genome,na,PRJNA512907,SAMN16895774,JAQQSN000000000.1,46167,46167,na,Sample2567,latest,Chromosome,Major,Full,2023-02-16,Steno_bredanensis_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/385/GCA_028646385.1_Steno_bredanensis_HiC,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,221678.0,221678.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Rough-toothed dolphin,32.0,,x,[240]
Suncus etruscus,GCA_024139225.1,representative genome,na,PRJNA838699,SAMN28420931,JAMYDX000000000.1,109475,109475,na,mSunEtr1,latest,Chromosome,Major,Full,2022-07-06,mSunEtr1.pri.cur,Vertebrate Genomes Project,GCF_024139225.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/139/225/GCA_024139225.1_mSunEtr1.pri.cur,na,na,haploid,vertebrate_mammalian,,,40.0,22.0,147.0,147.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,Pygmy white-toothed shrew,2.0,,x,[21]
Suricata suricatta,GCA_006229205.1,representative genome,na,PRJNA540846,SAMN11840572,VCRZ00000000.1,37032,37032,na,VVHF042,latest,Chromosome,Major,Full,2019-07-03,meerkat_22Aug2017_6uvM2_HiC,DNA Zoo,GCF_006229205.1,identical,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/229/205/GCA_006229205.1_meerkat_22Aug2017_6uvM2_HiC,na,na,haploid,vertebrate_mammalian,,,41.5,18.0,63791.0,63791.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Meerkat,,12.5,x,[143]
Sus scrofa,GCA_000003025.6,representative genome,na,PRJNA13421,SAMN02953785,AEMK00000000.2,9823,9823,breed=Duroc,TJ Tabasco,latest,Chromosome,Major,Full,2017-02-07,Sscrofa11.1,The Swine Genome Sequencing Consortium (SGSC),GCF_000003025.6,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/003/025/GCA_000003025.6_Sscrofa11.1,na,na,haploid,vertebrate_mammalian,,,42.0,20.0,705.0,1307.0,The Swine Genome Sequencing Consortium (SGSC),Annotation submitted by The Swine Genome Sequencing Consortium (SGSC),,0.0,0.0,0.0,32543654, ,Wild boar,21.0,,x,[100]
Sylvicapra grimmia,GCA_006408735.1,representative genome,na,PRJNA438286,SAMN08714508,SJYH00000000.1,119562,119562,na,CMD-5126,latest,Scaffold,Major,Full,2019-06-24,CMD,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/006/408/735/GCA_006408735.1_CMD,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,22324.0,22324.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,31221828, ,Gray duiker,,12.0,x,[100]
Sylvilagus floridanus,GCA_949820135.1,representative genome,na,PRJEB61298,SAMEA13607423,CATKVR000000000.1,9988,9988,na,na,latest,Chromosome,Major,Full,2023-04-19,mSylFlo1.10,Wellcome Sanger Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/949/820/135/GCA_949820135.1_mSylFlo1.10,na,na,haploid,vertebrate_mammalian,,,43.5,24.0,99.0,99.0,Wellcome Sanger Institute,Annotation submitted by Wellcome Sanger Institute,,0.0,0.0,0.0,na, ,Eastern cottontail (+),5.0,9.0,x,[280]
Syncerus caffer,GCA_902825105.1,representative genome,na,PRJEB36586,SAMEA6520500,CADEAB000000000.1,9970,9970,na,na,latest,Scaffold,Major,Full,2020-04-02,synceruscaffer,UNIVERSITY OF EDINBURGH,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/902/825/105/GCA_902825105.1_synceruscaffer,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,3265.0,3265.0,UNIVERSITY OF EDINBURGH,Annotation submitted by UNIVERSITY OF EDINBURGH,,0.0,0.0,0.0,na, ,African buffalo,29.5,,x,[21]
Tachyglossus aculeatus,GCA_015852505.1,representative genome,na,PRJNA607237,SAMN12634963,JADRJE000000000.1,9261,9261,na,mTacAcu1,latest,Chromosome,Major,Full,2020-12-09,mTacAcu1.pri,Vertebrate Genomes Project,GCF_015852505.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/015/852/505/GCA_015852505.1_mTacAcu1.pri,na,na,haploid,vertebrate_mammalian,,,45.5,36.0,310.0,310.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na,Tachyglosidae,Short-nosed echidna (+),,50.0,x,[96]
Tadarida brasiliensis,GCA_030848825.1,representative genome,na,PRJNA972445,SAMN35075070,JAUMIU000000000.1,9438,9438,na,mTadBra1,latest,Chromosome,Major,Full,2023-08-22,DD_mTadBra1_pri,Bat1K,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/848/825/GCA_030848825.1_DD_mTadBra1_pri,na,na,haploid,vertebrate_mammalian,,,42.5,25.0,147.0,147.0,Bat1K,Annotation submitted by Bat1K,,0.0,0.0,0.0,na,Molossidae,Free-tailed bat (+),8.0,,x,[174]
