organism_name,assembly_accession,refseq_category,excluded_from_refseq,bioproject,biosample,wgs_master,taxid,species_taxid,infraspecific_name,isolate,version_status,assembly_level,release_type,genome_rep,seq_rel_date,asm_name,submitter,gbrs_paired_asm,paired_asm_comp,ftp_path,relation_to_type_material,asm_not_live_date,assembly_type,group,genome_size,genome_size_ungapped,gc_percent,replicon_count,scaffold_count,contig_count,annotation_provider,annotation_name,annotation_date,total_gene_count,protein_coding_gene_count,non_coding_gene_count,pubmed_id,Order/Family,Common Name,Wild,Capt.,M/F,Reference,total-length,spanned-gaps,unspanned-gaps,region-count,scaffold-count,scaffold-N50,scaffold-L50,scaffold-N75,scaffold-N90,contig-count,contig-N50,contig-L50,total-gap-length,molecule-count,top-level-count,component-count,gc-perc
Eidolon helvum,GCA_000465285.1,representative genome,na,PRJNA209406,SAMN02212690,AWHC00000000.1,77214,77214,na,na,latest,Scaffold,Major,Full,2013-09-13,ASM46528v1,"School of Biological & Chemical Sciences, Queen Mary University of London",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/465/285/GCA_000465285.1_ASM46528v1,na,na,haploid,vertebrate_mammalian,1837754460.0,1830434665.0,39.0,0.0,133538.0,288446.0,"School of Biological & Chemical Sciences, Queen Mary University of London","Annotation submitted by School of Biological & Chemical Sciences, Queen Mary University of London",,0.0,0.0,0.0,24005325,Pteropodidae,Straw-colored fruit bat,,21.8,x,[143],1837754460,154908,0,0,133538,27684,18954,13570,6310,288446,12668,42661,7319795,0,133538,288446,39
Eira barbara,GCA_020311275.1,representative genome,na,PRJNA732553,SAMN19323876,JAHRIG000000000.1,204263,204263,na,male tayra,latest,Scaffold,Major,Full,2021-10-05,ASM2031127v1,Leibniz Institute for Zoo and Wildlife Research (IZW),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/311/275/GCA_020311275.1_ASM2031127v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,14563.0,14563.0,Leibniz Institute for Zoo and Wildlife Research (IZW),Annotation submitted by Leibniz Institute for Zoo and Wildlife Research (IZW),,0.0,0.0,0.0,na, ,Tayra,,18.0,x,[100] [101],2469724418.0,17331.0,0.0,0.0,14563.0,42537617.0,17.0,20901655.0,8047818.0,31894.0,285064.0,2553.0,27935056.0,0.0,14563.0,14563.0,41.5
Elaphurus davidianus,GCA_021018665.1,representative genome,na,PRJNA438286,SAMN07270940,JAJIZU000000000.1,43332,43332,na,milu-zoo-001,latest,Scaffold,Major,Full,2021-12-01,miluL,Northwestern Polytechnical University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/018/665/GCA_021018665.1_miluL,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,46350.0,46350.0,Northwestern Polytechnical University,Annotation submitted by Northwestern Polytechnical University,,0.0,0.0,0.0,29267854, ,Pere David’s deer,18.0,,x,[100],2524808978,142709,0,0,46350,3039716,223,1325228,520987,189059,32707,22565,64707287,0,46350,46350,41
Eptesicus fuscus,GCA_027574615.1,representative genome,na,PRJNA868286,SAMN30608903,JANZWY000000000.1,29078,29078,na,TK198812,latest,Chromosome,Major,Full,2023-01-09,DD_ASM_mEF_20220401,Bat1K,GCF_027574615.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/574/615/GCA_027574615.1_DD_ASM_mEF_20220401,na,na,haploid,vertebrate_mammalian,2008057866.0,2008029309.0,43.5,25.0,48.0,48.0,Bat1K,Annotation submitted by Bat1K,,0.0,0.0,0.0,na, ,Big brown bat,19.0,,x,[119] [278],2008074896.0,75.0,0.0,0.0,49.0,102817582.0,9.0,79547056.0,51871983.0,124.0,49033427.0,13.0,28557.0,26.0,49.0,49.0,43.5
Eptesicus fuscus,GCF_027574615.1,representative genome,na,PRJNA948460,SAMN30608903,JANZWY000000000.1,29078,29078,na,TK198812,latest,Chromosome,Major,Full,2023-01-09,DD_ASM_mEF_20220401,Bat1K,GCA_027574615.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/027/574/615/GCF_027574615.1_DD_ASM_mEF_20220401,na,na,haploid,vertebrate_mammalian,2008057866.0,2008029309.0,43.5,25.0,48.0,48.0,NCBI RefSeq,GCF_027574615.1-RS_2023_03,,30977.0,20078.0,5589.0,na, ,Big brown bat,19.0,,x,[119] [278],2008057866.0,75.0,0.0,0.0,48.0,102817582.0,9.0,79547056.0,51871983.0,123.0,49033427.0,13.0,28557.0,25.0,48.0,48.0,43.5
Equus asinus,GCA_016077325.2,representative genome,na,PRJNA431818,SAMN08939908,JADWZW000000000.2,9793,9793,breed=Dezhou,na,latest,Chromosome,Major,Full,2021-10-14,ASM1607732v2,"Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences",GCF_016077325.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/016/077/325/GCA_016077325.2_ASM1607732v2,na,na,haploid,vertebrate_mammalian,,,41.5,32.0,50.0,50.0,"Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences","Annotation submitted by Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences",,0.0,0.0,0.0,33293529,Equidae,African wild ass,20.0,,x,[100],2431924055.0,1418.0,0.0,0.0,51.0,98589534.0,10.0,63890066.0,46606752.0,1469.0,25073460.0,33.0,3528950.0,33.0,51.0,51.0,41.5
Equus asinus,GCF_016077325.2,representative genome,na,PRJNA688408,SAMN08939908,JADWZW000000000.2,9793,9793,breed=Dezhou,na,latest,Chromosome,Major,Full,2021-10-14,ASM1607732v2,"Dairy Cattle Research Center, Shandong Academy of Agricultural Sciences",GCA_016077325.2,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/016/077/325/GCF_016077325.2_ASM1607732v2,na,na,haploid,vertebrate_mammalian,,,41.5,32.0,50.0,50.0,NCBI RefSeq,NCBI Equus asinus Annotation Release 101,,38517.0,21649.0,13602.0,33293529,Equidae,African wild ass,20.0,,x,[100],2431907375,1418,0,0,50,98589534,10,63890066,46606752,1468,25073460,33,3528950,32,50,50,2431907375
Equus caballus,GCA_002863925.1,representative genome,na,PRJNA421018,SAMN02953672,PJAA00000000.1,9796,9796,breed=thoroughbred,Twilight,latest,Chromosome,Major,Full,2018-01-05,EquCab3.0,University of Louisville,GCF_002863925.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/863/925/GCA_002863925.1_EquCab3.0,na,na,haploid,vertebrate_mammalian,,,41.5,32.0,4700.0,4700.0,University of Louisville,Annotation submitted by University of Louisville,,0.0,0.0,0.0,na, ,Horse,,50.0,x,[15] [326] [331],2506949475.0,6286.0,0.0,0.0,4700.0,87230776.0,12.0,58984458.0,40254690.0,10986.0,1502753.0,462.0,9435464.0,32.0,4700.0,4700.0,41.5
Equus caballus,GCF_002863925.1,representative genome,na,PRJNA19129,SAMN02953672,PJAA00000000.1,9796,9796,breed=thoroughbred,Twilight,latest,Chromosome,Major,Full,2018-01-05,EquCab3.0,University of Louisville,GCA_002863925.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/002/863/925/GCF_002863925.1_EquCab3.0,na,na,haploid,vertebrate_mammalian,,,41.5,32.0,4700.0,4700.0,NCBI RefSeq,NCBI Equus caballus Annotation Release 103,,33146.0,21129.0,8893.0,15475160;7958969;15008398, ,Horse,,50.0,x,[15] [326] [331],2506966135.0,6286.0,0.0,0.0,4701.0,87230776.0,12.0,58984458.0,40254690.0,10987.0,1502753.0,462.0,9435464.0,33.0,4701.0,4701.0,41.5
Equus quagga,GCA_021613505.1,representative genome,na,PRJNA785630,SAMN16526506,JAKJSB000000000.1,89248,89248,na,Etosha38,latest,Chromosome,Major,Full,2022-01-31,UCLA_HA_Equagga_1.0,University of California Los Angeles,GCF_021613505.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/021/613/505/GCA_021613505.1_UCLA_HA_Equagga_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,12506.0,12506.0,University of California Los Angeles,Annotation submitted by University of California Los Angeles,,0.0,0.0,0.0,na, ,Plains zebra (Quagga),20.0,,x,[100],2500914156.0,14624.0,0.0,0.0,12506.0,122556673.0,9.0,97434454.0,45739406.0,27130.0,427941.0,1625.0,23945417.0,22.0,12506.0,12506.0,41.5
Equus quagga,GCF_021613505.1,representative genome,na,PRJNA805220,SAMN16526506,JAKJSB000000000.1,89248,89248,na,Etosha38,latest,Chromosome,Major,Full,2022-01-31,UCLA_HA_Equagga_1.0,University of California Los Angeles,GCA_021613505.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/021/613/505/GCF_021613505.1_UCLA_HA_Equagga_1.0,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,12506.0,12506.0,NCBI RefSeq,GCF_021613505.1-RS_2023_03,,27599.0,21070.0,4113.0,23437078, ,Plains zebra (Quagga),20.0,,x,[100],2500930762.0,14625.0,0.0,0.0,12507.0,122556673.0,9.0,97434454.0,45739406.0,27132.0,427941.0,1625.0,23945617.0,23.0,12507.0,12507.0,41.5
Erethizon dorsatum,GCA_028451465.1,representative genome,na,PRJNA915121,SAMN32359106,JAQMCO000000000.1,34844,34844,na,mEreDor1,latest,Chromosome,Major,Full,2023-02-06,mEreDor1.pri,Vertebrate Genomes Project,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/451/465/GCA_028451465.1_mEreDor1.pri,na,na,haploid,vertebrate_mammalian,,,41.0,22.0,115.0,115.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na, ,N. American porcupine,18.0,,x,[56],2432147792.0,277.0,0.0,0.0,116.0,127995937.0,9.0,116394199.0,89268738.0,393.0,19239546.0,35.0,68864.0,23.0,116.0,116.0,41.0
Erinaceus europaeus,GCA_950295315.1,representative genome,na,PRJEB61758,SAMEA13207416,CATNUA000000000.1,9365,9365,na,na,latest,Chromosome,Major,Full,2023-05-01,mEriEur2.1,WELLCOME SANGER INSTITUTE,GCF_950295315.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/950/295/315/GCA_950295315.1_mEriEur2.1,na,na,haploid,vertebrate_mammalian,,,42.0,24.0,1174.0,1174.0,WELLCOME SANGER INSTITUTE,Annotation submitted by WELLCOME SANGER INSTITUTE,,0.0,0.0,0.0,na, ,Hedgehog,14.0,,x,[21],2720701264.0,3760.0,0.0,0.0,1175.0,126757761.0,9.0,95287971.0,67790477.0,4935.0,999919.0,818.0,752000.0,25.0,1175.0,1175.0,42.0
Erinaceus europaeus,GCF_950295315.1,representative genome,na,PRJNA986567,SAMEA13207416,CATNUA000000000.1,9365,9365,na,na,latest,Chromosome,Major,Full,2023-05-01,mEriEur2.1,WELLCOME SANGER INSTITUTE,GCA_950295315.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/950/295/315/GCF_950295315.1_mEriEur2.1,na,na,haploid,vertebrate_mammalian,,,42.0,24.0,1174.0,1174.0,NCBI RefSeq,GCF_950295315.1-RS_2023_10,,31885.0,20879.0,7491.0,na, ,Hedgehog,14.0,,x,[21],2720683831.0,3760.0,0.0,0.0,1174.0,126757761.0,9.0,95287971.0,67790477.0,4934.0,999919.0,818.0,752000.0,24.0,1174.0,1174.0,42.0
Erythrocebus patas,GCA_023783455.1,representative genome,na,PRJNA785018,SAMN23575338,JAKFHT000000000.1,9538,9538,na,KIZ-2021_7,latest,Contig,Major,Full,2022-06-17,ASM2378345v1,BGI-Shenzhen,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/455/GCA_023783455.1_ASM2378345v1,na,na,haploid,vertebrate_mammalian,,,41.0,0.0,4898.0,4898.0,BGI-Shenzhen,Annotation submitted by BGI-Shenzhen,,0.0,0.0,0.0,na, ,Patas monkey (+),21.0,,x,[100],3096929461,0,0,0,4898,18747272,46,0,0,4898,4898,41,3096929461,3096929461,0,0,41
Eschrichtius robustus,GCA_028021215.1,representative genome,na,PRJNA921702,SAMN32629250,JAQMHY000000000.1,9764,9764,na,mEscRob2,latest,Chromosome,Major,Full,2023-01-31,mEscRob2.pri,Vertebrate Genomes Project,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/021/215/GCA_028021215.1_mEscRob2.pri,na,na,haploid,vertebrate_mammalian,,,41.5,23.0,703.0,703.0,Vertebrate Genomes Project,Annotation submitted by Vertebrate Genomes Project,,0.0,0.0,0.0,na,Eschrichtidae,Gray whale,70.0,,x,[105],2982434994.0,279.0,0.0,0.0,704.0,126538682.0,10.0,93260573.0,3323575.0,983.0,39209000.0,20.0,55800.0,24.0,704.0,704.0,41.5
Eumetopias jubatus,GCA_004028035.1,representative genome,na,PRJNA475770,SAMN09402722,SBAQ00000000.1,34886,34886,na,GAN:26980396,latest,Scaffold,Major,Full,2019-01-15,ASM402803v1,Canada's Genomic Enterprise,GCF_004028035.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/028/035/GCA_004028035.1_ASM402803v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,7471.0,24746.0,Canada's Genomic Enterprise,Annotation submitted by Canada's Genomic Enterprise,,0.0,0.0,0.0,31248052, ,Northern sea lion,23.0,,x,[100],2418246527.0,17275.0,0.0,0.0,7471.0,14018600.0,54.0,7960956.0,2650420.0,24746.0,242372.0,2995.0,14213594.0,0.0,7471.0,24746.0,41.5
Eumetopias jubatus,GCF_004028035.1,representative genome,na,PRJNA518921,SAMN09402722,SBAQ00000000.1,34886,34886,na,GAN:26980396,latest,Scaffold,Major,Full,2019-01-15,ASM402803v1,Canada's Genomic Enterprise,GCA_004028035.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/028/035/GCF_004028035.1_ASM402803v1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,7471.0,24746.0,NCBI RefSeq,NCBI Eumetopias jubatus Annotation Release 100,,30360.0,19668.0,3810.0,12034869;31248052, ,Northern sea lion,23.0,,x,[100],2418263165.0,17275.0,0.0,0.0,7472.0,14018600.0,54.0,7960956.0,2650420.0,24747.0,242372.0,2995.0,14213594.0,1.0,7472.0,24747.0,41.5
Felis catus,GCA_018350175.1,representative genome,na,PRJNA684600,SAMN19729387,JAFEKA000000000.1,9685,9685,na,Fca126,latest,Chromosome,Major,Full,2021-05-13,F.catus_Fca126_mat1.0,Texas A&M University,GCF_018350175.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/018/350/175/GCA_018350175.1_F.catus_Fca126_mat1.0,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,70.0,101.0,Texas A&M University,Annotation submitted by Texas A&M University,,0.0,0.0,0.0,na, ,Domestic cat,34.0,,x,[21],2425730029.0,39.0,0.0,0.0,70.0,148491486.0,7.0,115366950.0,69239673.0,109.0,90731473.0,10.0,7100.0,19.0,70.0,101.0,42.0
Felis catus,GCF_018350175.1,representative genome,na,PRJNA773801,SAMN19729387,JAFEKA000000000.1,9685,9685,na,Fca126,latest,Chromosome,Major,Full,2021-05-13,F.catus_Fca126_mat1.0,Texas A&M University,GCA_018350175.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/018/350/175/GCF_018350175.1_F.catus_Fca126_mat1.0,na,na,haploid,vertebrate_mammalian,,,42.0,19.0,70.0,101.0,NCBI RefSeq,NCBI Felis catus Annotation Release 105,,39307.0,20453.0,15137.0,8660972, ,Domestic cat,34.0,,x,[21],2425747038.0,39.0,0.0,0.0,71.0,148491486.0,7.0,115366950.0,69239673.0,110.0,90731473.0,10.0,7100.0,20.0,71.0,102.0,42.0
Felis nigripes,GCA_032458615.1,representative genome,na,PRJNA955150,SAMN34164677,JAVSGG000000000.1,61379,61379,na,JY-2023a,latest,Chromosome,Major,Full,2023-10-11,SNNU_BFC_1,Shaanxi Normal University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/458/615/GCA_032458615.1_SNNU_BFC_1,na,na,haploid,vertebrate_mammalian,,,41.5,19.0,357.0,357.0,Shaanxi Normal University,Annotation submitted by Shaanxi Normal University,,0.0,0.0,0.0,na, ,Black-footed cat,12.0,,x,[100],2413531835.0,293.0,0.0,0.0,357.0,146903500.0,7.0,115142179.0,83305955.0,650.0,31308424.0,22.0,29300.0,19.0,357.0,357.0,41.5
Galago senegalensis,GCA_963575145.1,representative genome,na,PRJEB67744,SAMEA112482914,CAUYTI000000000.1,9465,9465,na,na,latest,Scaffold,Major,Full,2023-10-31,PGDP_GalSen,IBE(CSIC-UNIVERSITAT POMPEU FABRA),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/963/575/145/GCA_963575145.1_PGDP_GalSen,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,165071.0,165071.0,IBE(CSIC-UNIVERSITAT POMPEU FABRA),Annotation submitted by IBE(CSIC-UNIVERSITAT POMPEU FABRA),,0.0,0.0,0.0,na, ,Galago (+),,17.0,f,[104],2506441945.0,197.0,0.0,0.0,165071.0,30883.0,22847.0,15001.0,7094.0,165173.0,30883.0,22847.0,11176.0,0.0,165071.0,165071.0,41.5
Galemys pyrenaicus,GCA_019455555.1,representative genome,na,PRJNA705855,SAMN18106611,JAGFMF000000000.1,202257,202257,na,IBE-C5619,latest,Scaffold,Major,Full,2021-08-05,Gpyr_1.0,Institute of Evolutionary Biology (CSIC-UPF),na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/455/555/GCA_019455555.1_Gpyr_1.0,na,na,haploid,vertebrate_mammalian,1828347170.0,1801141189.0,41.5,0.0,12306.0,12306.0,Institute of Evolutionary Biology (CSIC-UPF),Annotation submitted by Institute of Evolutionary Biology (CSIC-UPF),,20936.0,20909.0,0.0,34295371,Talpidae,Pyrenean desman,4.0,,x,[100],1828347170.0,50623.0,0.0,0.0,12306.0,8503682.0,66.0,3815754.0,1483872.0,62929.0,64544.0,8046.0,27205981.0,0.0,12306.0,12306.0,41.5
Glaucomys volans,GCA_020662805.1,representative genome,na,PRJNA723289,SAMN18810840,JAJEJO000000000.1,64683,64683,ecotype=Volans,SFS_CC1,latest,Scaffold,Major,Full,2021-10-28,ASM2066280v1,Wildlife Research and Monitoring Section,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/020/662/805/GCA_020662805.1_ASM2066280v1,na,na,haploid,vertebrate_mammalian,,,40.5,0.0,61855.0,61855.0,Wildlife Research and Monitoring Section,Annotation submitted by Wildlife Research and Monitoring Section,,0.0,0.0,0.0,na, ,Southern flying squirrel (+),,12.0,x,[100] [143],2582196772,53227,0,0,61855,452493,1592,194026,41455,115082,75533,9454,43217500,0,61855,61855,2582196772
Glis glis,GCA_004027185.1,representative genome,na,PRJNA399435,SAMN07678015,PVJS00000000.1,41261,41261,na,US078,latest,Scaffold,Major,Full,2019-01-16,GliGli_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/185/GCA_004027185.1_GliGli_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,433430.0,433430.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Edible dormouse,9.0,,x,[100],2462087207,10685,0,0,433430,30338,22646,13533,4943,444115,26062,26481,1068500,0,433430,433430,2462087207
Gorilla gorilla gorilla,GCA_029281585.2,representative genome,na,PRJNA942267,SAMN04003007,JARGGP000000000.2,9595,9593,na,KB3781,latest,Complete Genome,Major,Full,2024-01-08,NHGRI_mGorGor1-v2.0_pri,"National Human Genome Research Institute, National Institutes of Health",na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/029/281/585/GCA_029281585.2_NHGRI_mGorGor1-v2.0_pri,na,na,haploid,vertebrate_mammalian,,,40.5,25.0,25.0,25.0,"National Human Genome Research Institute, National Institutes of Health","Annotation submitted by National Human Genome Research Institute, National Institutes of Health",,0.0,0.0,0.0,na, ,Lowland gorilla,,36.0,x,[141],3545834224.0,2.0,0.0,0.0,25.0,150804130.0,10.0,131692671.0,107915467.0,27.0,150804130.0,10.0,2000000.0,25.0,25.0,25.0,40.5
Gorilla gorilla gorilla,GCF_029281585.1,representative genome,na,PRJNA953048,SAMN04003007,JARGGP000000000.1,9595,9593,na,KB3781,latest,Chromosome,Major,Full,2023-03-20,NHGRI_mGorGor1-v1.1-0.2.freeze_pri,"National Human Genome Research Institute, National Institutes of Health",GCA_029281585.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/029/281/585/GCF_029281585.1_NHGRI_mGorGor1-v1.1-0.2.freeze_pri,na,na,haploid,vertebrate_mammalian,,,40.5,25.0,637.0,637.0,NCBI RefSeq,GCF_029281585.1-RS_2023_04,,43486.0,23010.0,13304.0,na, ,Lowland gorilla,,36.0,x,[141],3600562452.0,38.0,0.0,2.0,637.0,151559850.0,10.0,118427599.0,80303867.0,675.0,118427599.0,12.0,5248239.0,25.0,637.0,637.0,40.5
Grammomys dolichurus,GCA_019843835.1,representative genome,na,PRJNA669840,SAMN16477139,JADRCF000000000.1,491754,491754,na,MVZ Mamm 221001,latest,Scaffold,Major,Full,2021-09-01,ASM1984383v1,University of Pennsylvania,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/019/843/835/GCA_019843835.1_ASM1984383v1,na,na,haploid,vertebrate_mammalian,2089776775.0,2080556935.0,41.0,0.0,509072.0,509072.0,University of Pennsylvania,Annotation submitted by University of Pennsylvania,,0.0,0.0,0.0,na, , ,,4.4,x,[143],2089776775,63300,0,0,509072,5810,114593,3312,1833,572372,5404,124806,9219840,0,509072,509072,2089776775
Grampus griseus,GCA_028646425.1,representative genome,na,PRJNA512907,SAMN16895759,JAQQSP000000000.1,83653,83653,na,Sample2556,latest,Chromosome,Major,Full,2023-02-16,Grampus_griseus_HiC,DNA Zoo,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/646/425/GCA_028646425.1_Grampus_griseus_HiC,na,na,haploid,vertebrate_mammalian,,,41.5,22.0,773381.0,773381.0,DNA Zoo,Annotation submitted by DNA Zoo,,0.0,0.0,0.0,na, ,Risso’s dolphin,20.0,,x,[229],2536411710.0,39852.0,0.0,0.0,773381.0,93180659.0,11.0,72876058.0,1308.0,813233.0,62041.0,11274.0,15322385.0,22.0,773381.0,773381.0,41.5
Graphiurus murinus,GCA_004027655.1,representative genome,na,PRJNA399395,SAMN07678085,PVLC000000000.1,51346,51346,na,US067,latest,Scaffold,Major,Full,2019-01-16,GraMur_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/027/655/GCA_004027655.1_GraMur_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,1267939.0,1267939.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,African dormouse,,5.8,x,[143],2815014629,15691,0,0,1267939,28463,21033,5119,728,1283630,22138,29676,1569100,0,1267939,1267939,2815014629
Gymnobelideus leadbeateri,GCA_011680675.1,representative genome,na,PRJNA593327,SAMN13475009,WOXC00000000.1,38618,38618,na,B50252,latest,Scaffold,Major,Full,2020-03-23,LBP_v1,Deakin University,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/011/680/675/GCA_011680675.1_LBP_v1,na,na,haploid,vertebrate_mammalian,,,39.0,0.0,12502.0,12502.0,Deakin University,Annotation submitted by Deakin University,,0.0,0.0,0.0,34863023, ,Leadbeater’s possum,,9.0,f,[295],3469281398,39,0,0,12502,502495,2092,274701,147256,12541,500778,2098,3900,0,12502,12502,39
Halichoerus grypus,GCA_012393455.1,representative genome,na,PRJNA577240,SAMN13022322,JAAXOB000000000.1,9711,9711,ecotype=Northwest Atlantic,241Hg,latest,Scaffold,Major,Full,2020-04-16,Tufts_HGry_1.1,Cummings School of Veterinary Medicine at Tufts University,GCF_012393455.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/012/393/455/GCA_012393455.1_Tufts_HGry_1.1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,6880.0,6880.0,Cummings School of Veterinary Medicine at Tufts University,Annotation submitted by Cummings School of Veterinary Medicine at Tufts University,,0.0,0.0,0.0,na, ,Gray seal (+),46.0,,x,[21] [198],2338260283.0,117.0,0.0,0.0,6881.0,1033864.0,637.0,491787.0,199211.0,6998.0,1011981.0,652.0,11700.0,1.0,6881.0,6881.0,41.5
Halichoerus grypus,GCF_012393455.1,representative genome,na,PRJNA661181,SAMN13022322,JAAXOB000000000.1,9711,9711,ecotype=Northwest Atlantic,241Hg,latest,Scaffold,Major,Full,2020-04-15,Tufts_HGry_1.1,Cummings School of Veterinary Medicine at Tufts University,GCA_012393455.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/012/393/455/GCF_012393455.1_Tufts_HGry_1.1,na,na,haploid,vertebrate_mammalian,,,41.5,0.0,6880.0,6880.0,NCBI RefSeq,NCBI Halichoerus grypus Annotation Release 100,,37991.0,21245.0,12428.0,na, ,Gray seal (+),46.0,,x,[21] [198],2338243510.0,117.0,0.0,0.0,6880.0,1033864.0,637.0,491787.0,199211.0,6997.0,1011981.0,652.0,11700.0,0.0,6880.0,6880.0,41.5
Helogale parvula,GCA_004023845.1,representative genome,na,PRJNA399396,SAMN07678086,PJEM00000000.1,210647,210647,na,US077,latest,Scaffold,Major,Full,2019-01-15,HelPar_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/023/845/GCA_004023845.1_HelPar_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.0,0.0,189370.0,189370.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Dwarf mongoose,,10.0,x,[100],2392471390,10815,0,0,189370,179119,3602,81987,30631,200185,113567,5829,1081500,0,189370,189370,2392471390
Hemitragus hylocrius,GCA_004026825.1,representative genome,na,PRJNA399397,SAMN07678087,PVJR00000000.1,330464,330464,na,BS50,latest,Scaffold,Major,Full,2019-01-16,HemHyl_v1_BIUU,Broad Institute,na,na,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/026/825/GCA_004026825.1_HemHyl_v1_BIUU,na,na,haploid,vertebrate_mammalian,,,42.5,0.0,469163.0,469163.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,na, ,Nilgiri tahr,9.0,,x,[100],2715042536,10387,0,0,469163,85340,9258,41823,15978,479550,66552,11862,1038700,0,469163,469163,2715042536
Heterocephalus glaber,GCA_000247695.1,representative genome,na,PRJNA72441,SAMN00714537,AHKG00000000.1,10181,10181,na,NMR 29,latest,Scaffold,Major,Full,2012-02-17,HetGla_female_1.0,Broad Institute,GCF_000247695.1,different,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/247/695/GCA_000247695.1_HetGla_female_1.0,na,na,haploid,vertebrate_mammalian,,,40.0,0.0,4228.0,114652.0,Broad Institute,Annotation submitted by Broad Institute,,0.0,0.0,0.0,25172923, ,Naked mole-rat,,5.0,x,[100] [135] [137] [138] [139],2618188253,110424,0,0,4228,20532749,42,10179728,5125547,114652,47778,13150,303433536,0,4228,114652,40
